"","Sample","cluster"
"1","SSID11",S1
"2","SSID13",S1
"3","SSID1",S1
"4","SSID23",S2
"5","SSID29",D2
"6","SSID30",S1
"7","SSID31",S1
"8","SSID32",S1
"9","SSID33",S1
"10","SSID34",D2
"11","SSID36",S1
"12","SSID40",D2
"13","SSID42",D2
"14","SSID43",S1
"15","SSID49",S2
"16","SSID4",S1
"17","SSID51",S1
"18","SSID53",S1
"19","SSID5",S1
"20","SSID6",S1
"21","SSID9",S2
